Response ID,Gender,Industry,Year,Occupation,Policy,HowmuchWork,WhichDays,AllowRemote,Encouraged,WellPrepared,Common,Permission,Collaborate
512,Female,"Electricity, Gas, Water and Waste",1992,Labourers - Factory Process Workers,4,3,4,3,3,4,4,4,4
513,Male,Information Media and Telecommunications,1985,Professionals - ICT Professionals,4,3,4,4,4,4,4,3,4
514,Female,Education and Training,1967,Professionals - Education Professionals,4,5,5,5,3,1,2,3,5
515,Female,Financial and Insurance,1988,"Professionals - Business, Human Resource and Marketing Professionals",5,4,4,5,4,2,5,4,4
516,Female,Administrative and Support,1957,Clerical and administrative workers - Clerical and Office Support Workers,5,4,5,4,5,5,4,5,5
517,Female,Information Media and Telecommunications,1980,Professionals - ICT Professionals,4,3,2,5,5,4,4,3,5
518,Male,Retail Trade,1983,Managers - Specialist Managers,4,3,3,3,3,4,4,4,4
519,Female,Administrative and Support,1994,Clerical and administrative workers - Clerical and Office Support Workers,2,1,1,5,5,5,5,5,5
520,Male,Wholesale Trade,1995,Community and personal service workers - Carers and Aides,4,3,4,2,4,4,5,3,4
521,Female,"Transport, Postal and Warehousing",1962,Professionals - ICT Professionals,4,5,4,4,5,4,3,5,4
522,Male,Retail Trade,1982,"Professionals - Legal, Social and Welfare Professionals",4,4,4,4,4,4,4,4,4
523,Female,Manufacturing,1977,"Technicians and trades workers - Engineering, ICT and Science Technicians",3,3,3,3,3,3,3,3,3
524,Female,Retail Trade,1971,Sales workers - Sales Representatives and Agents,5,1,1,5,5,5,5,5,5
525,Female,Administrative and Support,1974,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,4,3,4,4,4,2
526,Male,Information Media and Telecommunications,1990,Managers - Specialist Managers,2,4,4,3,4,3,4,4,5
527,Female,Other Services,1995,"Professionals - Business, Human Resource and Marketing Professionals",3,3,3,3,3,4,4,4,4
528,Female,Health Care and Social Assistance,1977,Clerical and administrative workers - Clerical and Office Support Workers,2,2,2,3,2,2,2,2,2
529,Female,Health Care and Social Assistance,1978,Managers - Specialist Managers,3,4,3,4,3,4,4,3,4
530,Male,Other Services,1976,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,5,1,1,5,5,5,5,5,5
531,Female,Accommodation and Food,2002,"Managers - Chief Executives, General Managers and Legislators",3,1,1,2,4,1,2,5,1
532,Male,"Professional, Scientific and Technical",1985,Managers - Specialist Managers,5,4,4,4,5,4,4,5,4
533,Male,Mining,1975,"Professionals - Business, Human Resource and Marketing Professionals",2,2,4,4,2,3,2,2,5
534,Male,"Agriculture, Forestry and Fishing",1969,"Managers - Chief Executives, General Managers and Legislators",4,3,3,2,1,3,4,4,3
535,Female,Education and Training,1980,Professionals - Education Professionals,5,4,4,5,4,4,5,5,4
536,Male,"Professional, Scientific and Technical",1959,Managers - Specialist Managers,5,5,5,5,5,5,5,5,5
537,Male,Financial and Insurance,1976,Managers - Specialist Managers,5,4,5,4,4,4,5,5,5
538,Male,Administrative and Support,1981,"Professionals - Legal, Social and Welfare Professionals",3,1,1,4,2,4,4,2,4
539,Female,Information Media and Telecommunications,1990,Sales workers - Sales Representatives and Agents,5,3,4,4,5,5,5,4,4
540,Male,Public Administration and Safety,1978,Professionals - ICT Professionals,3,2,5,5,5,5,5,5,4
541,Female,Education and Training,1996,Sales workers - Sales Assistants and Salespersons,4,4,4,4,4,4,4,4,4
542,Female,Education and Training,1991,Professionals - Education Professionals,4,4,4,1,4,4,4,4,4
543,Female,Health Care and Social Assistance,1984,"Managers - Chief Executives, General Managers and Legislators",2,2,3,5,2,1,1,2,4
544,I would rather not say,"Professional, Scientific and Technical",1996,Professionals - ICT Professionals,3,4,4,4,4,5,3,5,5
545,Female,Financial and Insurance,1989,Clerical and administrative workers - General Clerical Workers,4,3,4,5,2,4,4,4,4
546,Male,"Rental, Hiring and Real Estate",1990,"Professionals - Business, Human Resource and Marketing Professionals",3,2,3,4,2,3,4,3,3
547,Male,Administrative and Support,1986,"Managers - Chief Executives, General Managers and Legislators",4,4,4,4,5,4,4,4,4
548,Female,Wholesale Trade,2000,Professionals - Health Professionals,5,4,4,5,4,4,5,5,4
549,Female,Administrative and Support,1985,Clerical and administrative workers - Clerical and Office Support Workers,5,5,5,3,5,5,3,5,4
550,Male,Accommodation and Food,1978,"Managers - Hospitality, Retail and Service Managers",5,4,4,4,5,5,4,4,4
551,Male,Public Administration and Safety,1966,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,5,5,5,5
552,Male,Manufacturing,1992,Technicians and trades workers - Construction Trades Workers,3,1,3,3,4,3,2,3,2
553,Male,Financial and Insurance,1993,Sales workers - Sales Assistants and Salespersons,2,4,4,4,4,3,4,4,3
554,Female,Financial and Insurance,1995,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,2,3,4,3,2,4,1,3,5
555,Female,Financial and Insurance,1965,Clerical and administrative workers - Numerical Clerks,4,4,5,5,3,5,4,5,5
556,Female,Information Media and Telecommunications,1999,"Technicians and trades workers - Engineering, ICT and Science Technicians",4,4,5,3,5,3,5,4,4
557,Female,Financial and Insurance,1964,Clerical and administrative workers - Clerical and Office Support Workers,4,4,3,4,3,4,4,4,3
558,Female,Education and Training,1985,"Managers - Chief Executives, General Managers and Legislators",4,3,4,3,5,5,5,4,4
559,Female,Administrative and Support,1985,Clerical and administrative workers - Clerical and Office Support Workers,5,5,5,5,5,5,5,5,5
560,Male,"Professional, Scientific and Technical",1983,Managers - Specialist Managers,4,2,5,2,4,4,4,4,4
561,Male,"Professional, Scientific and Technical",1985,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,4,4,5,4
562,Male,Financial and Insurance,1978,"Professionals - Business, Human Resource and Marketing Professionals",5,4,4,5,3,5,3,4,4
563,Male,Information Media and Telecommunications,2000,"Technicians and trades workers - Engineering, ICT and Science Technicians",3,1,2,5,1,1,2,2,4
564,Female,Other Services,1997,Managers - Specialist Managers,4,3,5,3,3,5,4,3,4
565,Male,Information Media and Telecommunications,1989,"Managers - Chief Executives, General Managers and Legislators",5,4,4,5,5,4,4,5,5
566,Male,Retail Trade,1982,"Professionals - Legal, Social and Welfare Professionals",4,4,4,4,4,4,4,4,4
567,Female,Administrative and Support,1992,Clerical and administrative workers - Office Managers and Program Administrators,4,5,5,4,5,3,5,5,4
568,Male,Education and Training,1983,Managers - Specialist Managers,4,4,4,4,4,4,4,4,4
569,Male,Public Administration and Safety,1966,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,5,5,5,5
570,Male,Manufacturing,1966,Managers - Specialist Managers,3,1,3,5,1,2,4,1,2
571,Female,Manufacturing,1973,Clerical and administrative workers - Clerical and Office Support Workers,2,2,1,2,5,1,5,4,5
572,Female,Information Media and Telecommunications,1995,Clerical and administrative workers - Inquiry Clerks and Receptionists,3,3,4,4,3,2,3,4,3
573,Male,Financial and Insurance,1962,"Professionals - Business, Human Resource and Marketing Professionals",4,4,3,3,4,4,4,4,4
574,Female,Construction,2000,Community and personal service workers - Hospitality Workers,1,2,1,3,2,1,2,3,1
575,Female,Education and Training,1989,Professionals - Education Professionals,4,4,5,3,4,5,4,4,4
576,Female,Manufacturing,1962,Managers - Specialist Managers,1,1,1,1,1,5,2,1,2
577,Male,Public Administration and Safety,1988,Clerical and administrative workers - General Clerical Workers,1,1,1,3,3,3,2,2,4
578,Female,Education and Training,1960,Professionals - Education Professionals,5,1,1,1,1,1,4,4,5
579,Female,Public Administration and Safety,1994,"Professionals - Business, Human Resource and Marketing Professionals",5,4,4,2,5,4,5,4,4
580,Female,Manufacturing,1981,Technicians and trades workers - Other Technicians and Trades Workers,4,3,4,4,4,4,3,4,4
581,Female,"Professional, Scientific and Technical",1997,Professionals - Health Professionals,4,4,4,4,4,4,4,4,4
582,Male,Construction,1980,Technicians and trades workers - Construction Trades Workers,5,2,2,4,5,5,5,5,5
583,Female,Health Care and Social Assistance,1977,Clerical and administrative workers - Inquiry Clerks and Receptionists,4,2,4,3,3,4,3,3,2
584,Female,Retail Trade,1986,Sales workers - Sales Representatives and Agents,2,2,2,4,2,2,2,2,1
585,Male,Construction,1990,Technicians and trades workers - Construction Trades Workers,5,5,5,4,5,5,5,5,5
586,Female,Education and Training,1963,Clerical and administrative workers - Clerical and Office Support Workers,1,1,1,4,3,2,3,2,4
587,Male,Education and Training,1971,"Managers - Hospitality, Retail and Service Managers",4,3,4,2,4,2,3,4,4
588,Male,"Professional, Scientific and Technical",1980,"Managers - Chief Executives, General Managers and Legislators",5,4,4,4,4,4,5,4,4
589,Male,Information Media and Telecommunications,1990,Managers - Specialist Managers,3,4,3,3,4,3,4,3,2
590,Female,Education and Training,1975,"Managers - Chief Executives, General Managers and Legislators",4,3,3,4,2,5,3,4,5
591,Female,Health Care and Social Assistance,1977,Professionals - Health Professionals,4,4,3,5,4,3,5,4,4
592,Female,Other Services,1981,Professionals - ICT Professionals,5,4,3,4,4,5,3,4,5
593,Female,"Professional, Scientific and Technical",1997,"Professionals - Design, Engineering, Science and Transport Professionals",4,4,5,2,5,5,5,5,5
594,Female,Manufacturing,1999,"Professionals - Business, Human Resource and Marketing Professionals",3,3,4,4,3,4,4,3,4
595,Male,Retail Trade,1979,"Managers - Hospitality, Retail and Service Managers",1,1,2,4,1,1,3,1,4
596,Male,Health Care and Social Assistance,1985,"Managers - Hospitality, Retail and Service Managers",5,5,5,5,5,5,5,5,5
597,Female,Mining,2001,Managers - Specialist Managers,4,3,4,4,2,2,2,3,3
598,Female,Financial and Insurance,1973,Clerical and administrative workers - General Clerical Workers,5,5,5,5,5,5,5,5,5
599,Female,Wholesale Trade,1978,Managers - Specialist Managers,4,3,4,3,3,4,4,4,3
600,Female,Financial and Insurance,1983,Sales workers - Sales Support Workers,2,5,1,1,2,4,1,2,3
601,Female,Financial and Insurance,1993,Sales workers - Sales Representatives and Agents,3,3,3,4,5,5,5,3,1
602,Female,Financial and Insurance,1995,Clerical and administrative workers - General Clerical Workers,4,4,1,4,3,4,4,4,4
603,Male,"Professional, Scientific and Technical",1990,Managers - Specialist Managers,3,2,4,5,4,5,3,1,4
604,Male,"Professional, Scientific and Technical",1990,"Managers - Chief Executives, General Managers and Legislators",4,5,5,5,4,5,4,4,3
605,Female,Retail Trade,2002,"Professionals - Business, Human Resource and Marketing Professionals",4,4,4,4,4,4,4,4,3
606,Male,Education and Training,1960,Professionals - Education Professionals,3,3,3,3,3,3,3,3,3
607,Female,Health Care and Social Assistance,1961,Community and personal service workers - Health and Welfare Support Workers,5,2,2,5,3,4,2,3,4
608,Male,Public Administration and Safety,1988,Clerical and administrative workers - Other Clerical and Administrative Workers,3,1,1,4,4,2,4,3,2
609,Female,Mining,1966,Professionals - ICT Professionals,5,5,5,5,4,5,1,5,5
610,Male,Public Administration and Safety,1989,"Professionals - Legal, Social and Welfare Professionals",4,4,4,4,5,3,5,5,3
611,Male,Other Services,1980,"Managers - Chief Executives, General Managers and Legislators",4,4,4,3,4,3,4,5,4
612,Female,Construction,1981,Clerical and administrative workers - Office Managers and Program Administrators,5,3,2,4,3,5,2,2,5
613,Female,Manufacturing,1999,Managers - Specialist Managers,4,4,3,4,3,4,4,3,3
614,Male,"Professional, Scientific and Technical",1995,"Managers - Chief Executives, General Managers and Legislators",5,4,5,5,3,4,5,5,5
615,Female,Information Media and Telecommunications,1987,Managers - Specialist Managers,4,4,4,4,5,4,4,4,4
616,Female,Wholesale Trade,1992,Clerical and administrative workers - Office Managers and Program Administrators,4,4,4,4,2,2,4,4,2
617,Female,Education and Training,1993,Professionals - Education Professionals,4,4,2,4,4,4,1,3,4
618,Male,"Professional, Scientific and Technical",1979,Professionals - ICT Professionals,5,2,3,5,4,4,5,4,5
619,Female,"Professional, Scientific and Technical",1984,"Technicians and trades workers - Engineering, ICT and Science Technicians",3,5,5,4,2,4,4,4,3
620,Female,Manufacturing,1977,Clerical and administrative workers - Office Managers and Program Administrators,3,3,2,3,3,3,3,3,3
621,Female,Health Care and Social Assistance,1984,Managers - Specialist Managers,2,2,2,5,1,1,1,2,5
622,Female,Financial and Insurance,1986,Managers - Specialist Managers,5,5,5,5,5,5,5,5,5
623,Male,"Professional, Scientific and Technical",1957,"Professionals - Design, Engineering, Science and Transport Professionals",4,4,4,4,4,4,3,4,4
624,Female,"Transport, Postal and Warehousing",1960,Clerical and administrative workers - Other Clerical and Administrative Workers,4,4,3,4,3,4,4,4,4
625,Male,"Transport, Postal and Warehousing",1989,Managers - Specialist Managers,4,3,4,4,5,5,4,3,4
626,Male,Health Care and Social Assistance,1996,Professionals - Health Professionals,1,2,2,1,2,2,2,1,2
627,Male,Financial and Insurance,1978,"Professionals - Business, Human Resource and Marketing Professionals",5,3,4,4,3,5,5,4,5
628,Male,"Transport, Postal and Warehousing",1961,"Managers - Chief Executives, General Managers and Legislators",4,4,4,4,3,4,4,3,2
629,Male,Financial and Insurance,1961,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,4,5,5,5
630,Female,Education and Training,1992,Professionals - Education Professionals,5,5,5,4,5,5,4,4,2
631,Male,Retail Trade,1994,"Professionals - Business, Human Resource and Marketing Professionals",4,3,2,5,3,4,4,2,2
632,Male,"Electricity, Gas, Water and Waste",1990,"Professionals - Design, Engineering, Science and Transport Professionals",2,2,3,3,4,3,4,3,4
633,Male,Construction,2000,Machinery operators and drivers - Mobile Plant Operators,2,3,2,3,3,2,4,3,4
634,Female,Construction,1981,Professionals - Education Professionals,4,4,5,4,4,4,4,5,5
635,Female,Construction,1971,"Managers - Chief Executives, General Managers and Legislators",3,4,4,3,3,3,4,4,3
636,Male,Health Care and Social Assistance,1968,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,5
637,Male,Administrative and Support,1981,Clerical and administrative workers - Office Managers and Program Administrators,4,4,4,3,3,5,4,4,4
638,Male,Information Media and Telecommunications,2002,Professionals - ICT Professionals,3,2,2,2,5,1,2,5,2
639,Male,Retail Trade,1978,Professionals - Health Professionals,5,5,5,5,4,5,4,5,5
640,Female,Retail Trade,1985,Managers - Specialist Managers,5,4,2,4,5,5,4,5,4
641,Female,Retail Trade,1995,Community and personal service workers - Carers and Aides,3,3,4,4,4,4,4,4,4
642,Female,Health Care and Social Assistance,1963,"Professionals - Business, Human Resource and Marketing Professionals",2,2,2,2,1,1,1,1,4
643,Male,"Professional, Scientific and Technical",1978,Managers - Specialist Managers,3,2,4,4,3,4,4,4,2
644,Female,Administrative and Support,1994,Managers - Specialist Managers,3,2,2,3,3,3,2,2,3
645,Male,Financial and Insurance,1960,Professionals - ICT Professionals,1,4,5,4,4,4,3,5,5
646,Male,Information Media and Telecommunications,1994,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,4,3,4,4,5,2
647,Male,Manufacturing,1959,"Professionals - Business, Human Resource and Marketing Professionals",5,2,4,5,5,5,5,5,5
648,Female,Financial and Insurance,1995,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,3,5,5,5,5,4
649,Male,Education and Training,1968,Managers - Specialist Managers,3,4,3,3,2,2,2,2,5
650,Female,Education and Training,1980,Professionals - Education Professionals,5,5,4,5,5,4,4,4,5
651,Male,Other Services,1985,Clerical and administrative workers - General Clerical Workers,4,4,1,4,4,4,4,2,2
652,Male,Financial and Insurance,1985,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,5,5,5,4
653,Male,Health Care and Social Assistance,1976,"Professionals - Legal, Social and Welfare Professionals",3,4,4,2,4,4,3,2,3
654,Female,Information Media and Telecommunications,1963,Managers - Specialist Managers,4,4,4,5,4,4,4,4,4
655,Female,"Professional, Scientific and Technical",1957,Clerical and administrative workers - Personal Assistants and Secretaries,4,4,4,5,4,5,5,5,5
656,Male,Information Media and Telecommunications,1958,Managers - Specialist Managers,5,4,5,4,3,4,5,5,5
657,Female,Education and Training,1970,Clerical and administrative workers - Other Clerical and Administrative Workers,1,1,1,5,5,5,1,1,5
658,Male,"Professional, Scientific and Technical",1972,Professionals - ICT Professionals,1,1,1,5,3,5,3,5,5
659,Male,"Transport, Postal and Warehousing",1978,"Professionals - Business, Human Resource and Marketing Professionals",4,2,4,4,3,4,2,4,4
660,Male,Health Care and Social Assistance,1975,Clerical and administrative workers - Other Clerical and Administrative Workers,3,2,2,4,3,4,3,1,2
661,Male,"Professional, Scientific and Technical",1957,"Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,3,3,4,3,4,5
662,Male,"Transport, Postal and Warehousing",1973,Technicians and trades workers - Automotive and Engineering Trades Workers,4,5,5,4,4,5,4,5,4
663,Female,Financial and Insurance,1968,Clerical and administrative workers - General Clerical Workers,4,4,5,4,4,5,4,5,2
664,Female,Other Services,1961,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,1,5,5,5,5,5
665,Male,Wholesale Trade,1961,Managers - Specialist Managers,4,2,2,4,4,4,4,4,4
666,Male,Other Services,1958,Professionals - Health Professionals,3,2,2,2,5,3,5,4,4
667,Female,Health Care and Social Assistance,2000,Clerical and administrative workers - Other Clerical and Administrative Workers,4,4,2,4,4,4,4,4,4
668,Male,"Professional, Scientific and Technical",1992,"Technicians and trades workers - Engineering, ICT and Science Technicians",3,5,5,4,4,4,4,3,4
669,Male,Financial and Insurance,1990,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,2,5,5,5,5,5
670,Male,"Agriculture, Forestry and Fishing",1974,Managers - Farmers and Farm Managers,3,2,2,3,3,3,4,3,3
671,Male,Financial and Insurance,1968,Managers - Specialist Managers,3,2,4,4,5,4,5,5,4
672,Female,"Professional, Scientific and Technical",1983,"Professionals - Legal, Social and Welfare Professionals",2,2,4,4,5,4,4,4,4
673,Male,Other Services,1984,"Managers - Hospitality, Retail and Service Managers",2,1,3,4,1,4,2,2,3
674,Male,"Electricity, Gas, Water and Waste",1961,"Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,5,4,4,4,4,3
675,Male,Education and Training,1958,Professionals - Education Professionals,5,5,5,4,4,3,4,3,5
676,Male,"Professional, Scientific and Technical",1971,"Managers - Chief Executives, General Managers and Legislators",5,5,5,1,3,5,4,5,1
677,Male,Other Services,1969,Professionals - Arts and Media Professionals,5,4,4,4,4,5,4,5,4
678,Male,Wholesale Trade,1986,Sales workers - Sales Representatives and Agents,4,4,4,5,4,4,5,4,4
679,Female,Arts and Recreation,1986,"Managers - Chief Executives, General Managers and Legislators",5,4,4,2,5,5,4,5,4
680,Female,Health Care and Social Assistance,1964,Community and personal service workers - Health and Welfare Support Workers,3,2,2,4,5,5,5,5,4
681,Female,Financial and Insurance,1979,Managers - Specialist Managers,2,3,2,4,4,2,4,3,2
682,Female,Financial and Insurance,1992,Managers - Specialist Managers,2,2,4,4,5,4,4,4,2
683,Male,"Professional, Scientific and Technical",1990,"Professionals - Design, Engineering, Science and Transport Professionals",3,3,4,4,4,4,5,5,4
684,Female,Arts and Recreation,1989,Professionals - Arts and Media Professionals,2,4,4,3,5,4,4,4,4
685,Female,Financial and Insurance,1963,Sales workers - Sales Support Workers,4,2,2,4,4,4,4,4,4
686,Male,Education and Training,1986,Managers - Specialist Managers,1,4,4,3,3,4,4,4,4
687,Male,Other Services,1961,Professionals - Education Professionals,4,4,2,3,4,4,4,4,2
688,Male,Financial and Insurance,1966,"Managers - Chief Executives, General Managers and Legislators",5,3,5,4,5,5,5,5,5
689,Male,Retail Trade,1998,"Managers - Hospitality, Retail and Service Managers",3,1,1,4,1,1,1,2,3
690,Female,Health Care and Social Assistance,1966,Managers - Specialist Managers,5,3,3,4,5,2,5,5,5
691,Female,Manufacturing,1995,Managers - Specialist Managers,4,3,4,4,4,3,2,3,3
692,Male,Education and Training,1984,Professionals - Education Professionals,3,3,2,3,4,3,3,3,3
693,Male,Financial and Insurance,1970,Managers - Specialist Managers,4,4,4,4,5,5,5,5,3
694,Male,"Professional, Scientific and Technical",1958,"Managers - Chief Executives, General Managers and Legislators",5,5,5,3,5,5,5,5,4
695,Male,Information Media and Telecommunications,1961,"Professionals - Business, Human Resource and Marketing Professionals",4,4,4,5,4,3,3,3,3
696,Male,Mining,1988,"Professionals - Design, Engineering, Science and Transport Professionals",2,1,2,4,2,4,2,3,4
697,Male,Other Services,1957,Professionals - ICT Professionals,5,5,5,4,5,5,4,5,3
698,Male,"Professional, Scientific and Technical",1999,"Managers - Chief Executives, General Managers and Legislators",2,2,3,3,2,3,3,4,2
699,Female,"Professional, Scientific and Technical",1997,Professionals - Education Professionals,5,4,5,4,5,4,5,5,4
700,Female,Administrative and Support,2000,Clerical and administrative workers - Other Clerical and Administrative Workers,5,1,1,5,5,3,5,5,5
701,Female,Health Care and Social Assistance,1964,Community and personal service workers - Health and Welfare Support Workers,3,1,1,5,5,4,4,5,2
702,Male,Information Media and Telecommunications,1962,Professionals - Arts and Media Professionals,5,5,5,5,5,5,5,5,5
703,Male,Education and Training,1977,Managers - Specialist Managers,5,1,1,1,1,2,1,1,1
704,Female,Health Care and Social Assistance,1971,Professionals - ICT Professionals,4,4,4,4,4,4,4,4,4
705,Male,"Rental, Hiring and Real Estate",1987,Sales workers - Sales Representatives and Agents,4,3,4,4,5,3,5,3,5
706,Female,Education and Training,1979,"Professionals - Legal, Social and Welfare Professionals",5,2,3,5,3,3,4,3,2
707,Female,Financial and Insurance,1978,"Professionals - Business, Human Resource and Marketing Professionals",4,4,1,4,5,5,5,5,5
708,Female,Arts and Recreation,1987,Clerical and administrative workers - Other Clerical and Administrative Workers,4,1,2,5,3,3,4,4,3
709,Male,Education and Training,1959,Professionals - Education Professionals,4,5,5,5,4,4,4,4,5
710,Male,Financial and Insurance,1969,Managers - Specialist Managers,4,3,5,1,3,1,4,3,3
711,Female,Health Care and Social Assistance,1979,Professionals - Health Professionals,5,5,5,5,4,4,3,4,4
712,Male,Financial and Insurance,1957,Managers - Specialist Managers,5,5,5,3,5,5,4,5,5
713,Male,Public Administration and Safety,1964,"Professionals - Design, Engineering, Science and Transport Professionals",5,4,4,4,4,4,4,4,4
714,Male,"Transport, Postal and Warehousing",1959,Clerical and administrative workers - General Clerical Workers,4,4,3,4,5,4,5,5,4
715,Male,Other Services,1958,Technicians and trades workers - Automotive and Engineering Trades Workers,5,4,3,4,5,5,4,5,5
716,Female,Education and Training,1962,Professionals - Education Professionals,2,2,5,2,5,4,3,5,2
717,Female,Retail Trade,1976,"Managers - Chief Executives, General Managers and Legislators",4,4,4,4,1,4,1,5,2
718,Male,"Transport, Postal and Warehousing",1966,"Professionals - Business, Human Resource and Marketing Professionals",5,5,4,5,4,4,4,4,4
719,Male,Other Services,1983,"Professionals - Legal, Social and Welfare Professionals",3,3,5,5,3,1,1,1,5
720,Male,Public Administration and Safety,1965,Professionals - ICT Professionals,4,3,4,4,4,1,4,4,3
721,Male,Other Services,1997,"Professionals - Design, Engineering, Science and Transport Professionals",4,2,3,3,5,5,5,5,5
722,Male,"Transport, Postal and Warehousing",1963,"Professionals - Design, Engineering, Science and Transport Professionals",1,1,1,4,1,1,1,1,5
723,Male,Education and Training,1966,Professionals - Education Professionals,5,1,1,1,1,1,1,1,3
724,Male,Arts and Recreation,1961,Professionals - Arts and Media Professionals,3,3,3,3,3,3,3,3,2
725,Female,"Professional, Scientific and Technical",1986,"Professionals - Business, Human Resource and Marketing Professionals",3,5,5,5,3,3,1,4,3
726,Female,Health Care and Social Assistance,1957,"Managers - Chief Executives, General Managers and Legislators",5,4,1,5,5,4,4,4,4
727,Male,Public Administration and Safety,1969,Community and personal service workers - Protective Service Workers,3,3,3,3,3,4,2,4,3
728,Female,Information Media and Telecommunications,1970,Clerical and administrative workers - Other Clerical and Administrative Workers,4,2,5,4,4,4,2,2,4
729,Female,Financial and Insurance,1974,Clerical and administrative workers - General Clerical Workers,1,1,4,2,2,1,3,2,2
730,Female,Education and Training,1958,Professionals - Education Professionals,3,2,2,5,5,4,5,4,4
731,Male,Financial and Insurance,1965,"Managers - Chief Executives, General Managers and Legislators",5,4,5,5,5,4,5,5,4
732,Male,Information Media and Telecommunications,1977,"Managers - Hospitality, Retail and Service Managers",5,5,5,4,5,5,5,5,5
733,Female,Health Care and Social Assistance,1962,Professionals - Health Professionals,3,1,1,1,2,4,4,4,4
734,Male,Information Media and Telecommunications,1976,"Professionals - Design, Engineering, Science and Transport Professionals",4,4,5,4,5,5,5,5,4
735,Female,Other Services,1983,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,5,3,5,4
736,Female,Education and Training,2000,Professionals - Arts and Media Professionals,5,1,1,5,5,1,1,5,1
737,Male,Mining,1995,Clerical and administrative workers - Personal Assistants and Secretaries,3,3,3,3,3,3,2,4,3
738,Female,Financial and Insurance,1972,"Professionals - Business, Human Resource and Marketing Professionals",4,4,4,3,4,5,2,5,4
739,Female,Education and Training,1968,Managers - Specialist Managers,5,5,5,2,5,5,5,5,4
740,Male,Information Media and Telecommunications,1976,Professionals - ICT Professionals,2,4,4,4,2,4,4,3,5
741,Female,Arts and Recreation,1998,Labourers - Food Preparation Assistants,4,4,4,4,4,5,3,3,5
742,Female,Health Care and Social Assistance,1979,Professionals - Health Professionals,3,1,1,5,3,4,2,3,4
743,Male,Health Care and Social Assistance,1980,Professionals - Health Professionals,2,2,2,5,2,2,1,2,4
744,Male,Financial and Insurance,1989,"Professionals - Business, Human Resource and Marketing Professionals",3,3,3,3,3,3,3,3,3
745,Male,Wholesale Trade,1966,"Managers - Chief Executives, General Managers and Legislators",2,2,3,4,2,2,1,2,3
746,Female,Education and Training,1958,Managers - Specialist Managers,3,1,1,1,1,4,4,3,4
747,Female,Wholesale Trade,1967,Managers - Specialist Managers,5,4,4,2,5,5,4,4,4
748,Female,"Professional, Scientific and Technical",1989,"Professionals - Business, Human Resource and Marketing Professionals",5,4,4,4,4,4,4,5,5
749,Male,"Transport, Postal and Warehousing",1962,"Managers - Chief Executives, General Managers and Legislators",3,2,3,5,4,4,4,4,3
750,Female,Construction,1963,Clerical and administrative workers - General Clerical Workers,5,5,5,3,5,5,5,5,5
751,Male,Manufacturing,1963,"Managers - Chief Executives, General Managers and Legislators",4,3,4,5,3,4,5,4,2
752,Male,Wholesale Trade,1957,Sales workers - Sales Representatives and Agents,5,5,5,1,3,5,3,3,5
753,Male,Financial and Insurance,1964,"Managers - Chief Executives, General Managers and Legislators",4,4,4,5,2,4,5,4,5
754,Male,Public Administration and Safety,1962,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,3,4,2,5,2
755,Female,Administrative and Support,2000,"Professionals - Business, Human Resource and Marketing Professionals",4,3,3,3,3,3,4,3,3
756,Female,Retail Trade,1979,Managers - Specialist Managers,5,5,5,1,5,5,1,5,5
757,Male,"Professional, Scientific and Technical",1971,"Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,3,5,5,5,5,4
758,Female,Arts and Recreation,1970,Managers - Specialist Managers,4,2,4,4,4,4,4,4,4
759,Male,Public Administration and Safety,1994,Clerical and administrative workers - General Clerical Workers,5,5,5,5,2,2,5,3,1
760,Female,Accommodation and Food,2002,Clerical and administrative workers - General Clerical Workers,4,4,2,3,5,3,4,3,4
761,Male,Mining,1959,Labourers - Factory Process Workers,2,3,1,1,5,4,5,4,5
762,Male,Accommodation and Food,1969,"Managers - Hospitality, Retail and Service Managers",4,1,1,5,5,5,5,5,4
763,Male,Financial and Insurance,1997,"Professionals - Business, Human Resource and Marketing Professionals",4,4,4,2,4,4,2,4,4
764,Male,Construction,1980,Managers - Specialist Managers,2,1,1,4,4,4,4,3,3
765,Female,Other Services,1994,Professionals - Education Professionals,4,3,3,3,2,3,3,4,3
766,Female,Health Care and Social Assistance,1971,Clerical and administrative workers - Other Clerical and Administrative Workers,1,1,1,3,5,5,4,5,5
767,Male,Construction,1962,Managers - Specialist Managers,2,2,2,4,4,5,4,5,4
