Response ID,What is your gender?  ,Which of the following best describes your industry?  ,Which of the following best describes your current occupation?  ,"Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? My employer’s remote working policy suits me","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? I get to choose how much work I do remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? I choose which days I work remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? My direct manager has discretion to allow or deny remote work","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? My organization encouraged people to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? My organization was well prepared for me to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? It was common for people in my organization to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? t was easy to get permission to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? I could easily collaborate with colleagues when working remotely","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Preparing for work and commuting","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Working","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Caring and domestic responsibilities","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Personal and family time","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Sleep","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Preparing for work and commuting","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Working","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Caring and domestic responsibilities","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Personal and family time","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Sleep"
769,Male,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",5,5,5,4,4,5,3,4,3,0.5,8,0,7.5,8,0.5,8,0,7.5,8
770,Male,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",5,3,5,5,3,5,5,5,3,1,9,3,4,7,0,9,4,4,7
771,Female,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,5,5,2,5,4,4,4,4,5,1.5,7,3,3.5,9,0.5,8,3,3.5,9
772,Female,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,4,2,2,3,4,4,4,4,4,2,8,2,5,7,0,8,2,6,8
773,Male,Public Administration and Safety,Clerical and administrative workers - General Clerical Workers,3,3,3,3,3,3,3,3,3,3,7,3,3,8,3,7,5,2,7
774,Male,Manufacturing,"Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,5,4,5,5,5,2,1,10,2,3,8,0.5,10,2,3.5,8
775,Male,Wholesale Trade,"Managers - Chief Executives, General Managers and Legislators",3,4,2,1,3,3,3,3,4,2,10,6,6,,,8,4,4,8
776,Male,Education and Training,Professionals - Education Professionals,5,5,5,1,5,4,5,5,2,4,10,2,3,5,0,12,2,2,8
777,Male,Manufacturing,Professionals - ICT Professionals,4,5,5,4,4,4,4,4,4,2,7,3,6,6,1,8,3,5,7
778,Male,Construction,Managers - Specialist Managers,5,3,4,4,4,4,4,5,3,2,8,3,4,7,3,8,3,4,6
779,Female,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,4,1,4,5,5,4,4,4,4,2.5,7.5,4,2,8,0.5,8,4,3.5,8
780,Male,Construction,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,3,3,5,5,1,1,1,1,2,2,10,1,3,8,0.5,11.5,1,3,8
781,Female,Other Services,"Managers - Chief Executives, General Managers and Legislators",3,5,5,5,5,1,5,5,4,2.12,7.6,2.3,5.5,6.5,1,12,3,4,4
782,Male,Health Care and Social Assistance,Professionals - Health Professionals,4,4,4,4,5,5,5,5,5,4,9,2,1,8,0,8,4,4,8
783,Male,"Rental, Hiring and Real Estate",Clerical and administrative workers - Other Clerical and Administrative Workers,4,1,4,5,4,4,4,4,4,2,8,3,3,8,1,8.5,2,4.5,8
784,Male,Education and Training,"Managers - Chief Executives, General Managers and Legislators",4,5,5,5,4,4,5,5,4,2,8,2,4,8,0,10,4,2,8
785,Male,Information Media and Telecommunications,"Technicians and trades workers - Engineering, ICT and Science Technicians",5,5,4,4,4,5,5,5,4,2,8,2,2,10,3,7.5,2.5,1,10
786,Female,"Rental, Hiring and Real Estate",Managers - Specialist Managers,3,4,5,5,3,4,1,4,1,1,8.5,1,4.5,9,0.5,5,1,8.5,9
787,Female,Health Care and Social Assistance,Managers - Farmers and Farm Managers,5,5,5,5,5,5,5,5,5,2,8,4,3,7,1,8,4,3,8
788,Male,Administrative and Support,Clerical and administrative workers - Office Managers and Program Administrators,5,4,4,5,5,4,5,5,3,0,4,6,4,10,0,4,4,6,10
789,Male,Financial and Insurance,Managers - Specialist Managers,4,4,4,5,5,5,4,5,4,4,8,2,5,5,0.25,9,3,5,6.7
790,Male,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,2,5,2,1,5,1,9,2,4,8,1,9,2,4,8
791,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,4,4,4,5,5,4,4,5,5,3,7,3,4,7,3,7,3,4,7
792,Male,Health Care and Social Assistance,Managers - Specialist Managers,5,2,5,4,2,5,4,4,2,0.5,8,4,4.5,7,0,8,4,5,7
793,Male,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",5,5,5,5,3,4,4,4,3,1,8,1,6,8,0,8,1,7,8
794,Female,Education and Training,Managers - Specialist Managers,4,1,3,5,5,2,5,5,2,3,8,2,3,8,1,8,2,5,8
795,Female,Wholesale Trade,Clerical and administrative workers - Inquiry Clerks and Receptionists,3,3,3,3,3,2,3,3,3,5,4,5,5,5,5,5,5,5,4
796,Male,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,4,3,5,5,3,5,0,8,2,6,8,0,8,2,6,8
797,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",4,4,5,5,5,4,4,4,5,4,7,4,2,7,3,5,4,4,8
798,Female,Retail Trade,Managers - Specialist Managers,5,4,5,4,5,5,5,5,4,0,8,4,4,8,0,10,4,2,8
799,Male,Financial and Insurance,Sales workers - Sales Representatives and Agents,5,1,1,2,5,5,5,5,4,1,7.5,4,2.5,9,0.5,7.5,4,3,9
800,Male,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",3,3,3,3,3,4,4,4,4,2,6,3,3,10,0.5,6,3.5,4,10
801,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",5,4,5,5,5,4,5,5,5,5,6,3,4,6,4,6,5,5,4
802,Male,Education and Training,Managers - Specialist Managers,5,4,5,5,2,4,2,5,4,1.5,9,2,4.5,7,0,9,2,5,8
803,Male,Public Administration and Safety,"Managers - Chief Executives, General Managers and Legislators",5,5,5,4,5,5,5,5,5,2,8.5,1.5,4,8,0.25,9.75,1.5,5,7.5
804,Male,Other Services,Managers - Specialist Managers,5,5,5,5,3,5,3,5,1,3,10,3,4,4,0,14,4,3,3
805,Male,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",3,2,2,4,3,4,4,4,4,1,7,3,5,8,2,8,2,6,6
806,Male,Public Administration and Safety,Technicians and trades workers - Automotive and Engineering Trades Workers,4,4,4,5,5,4,5,4,4,3,9,2,2,8,0,9,2,5,8
807,Male,Education and Training,"Managers - Chief Executives, General Managers and Legislators",3,4,5,3,3,5,4,5,5,1,8,3,5,7,1,10,2,4,7
808,Male,Health Care and Social Assistance,Managers - Specialist Managers,4,3,4,4,4,4,4,4,2,2,8.5,2,3,8.5,1,8,3,3,9
809,Male,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",3,4,4,4,1,3,2,2,3,2,9,2,3,8,0,10,2,3,9
810,Male,"Electricity, Gas, Water and Waste","Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,5,4,5,5,4,6,6,6,4,2,6
811,Male,Education and Training,Technicians and trades workers - Automotive and Engineering Trades Workers,3,3,3,3,3,3,3,3,3,2,6,5,5,6,3,6,5,5,5
812,Male,Education and Training,Professionals - Education Professionals,1,5,1,1,5,1,3,5,5,0.5,7,4.5,4,8,0,8,4,4,8
813,Female,Public Administration and Safety,Managers - Specialist Managers,5,5,5,4,5,5,5,5,5,2.5,9,2.5,2,8,0.5,9,2.5,3,9
814,Female,Administrative and Support,"Professionals - Business, Human Resource and Marketing Professionals",2,4,4,4,4,4,3,4,4,3,8,2,3,8,0.5,9,2.5,3,9
815,Male,"Professional, Scientific and Technical",Managers - Farmers and Farm Managers,5,5,4,3,5,5,5,5,4,1,6,5,5,7,1,4,6,6,7
816,Male,Wholesale Trade,Sales workers - Sales Support Workers,5,2,2,1,5,5,3,5,1,8,1,2,4,9,24,,,,
817,Male,Education and Training,Managers - Specialist Managers,3,1,1,1,1,4,1,3,2,5,10,3,1,5,5,10,2,1,6
818,Male,Financial and Insurance,"Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,5,4,5,3,5,5,1,8,1,6,8,0,8,1,7,8
819,Female,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",5,4,4,4,4,4,5,5,4,1,7,4,5,7,0,7,4,5,8
820,Male,"Transport, Postal and Warehousing",Clerical and administrative workers - Clerical and Office Support Workers,2,4,4,1,1,4,2,1,5,1,8,0,7,8,0,8,1,7,8
821,Male,Information Media and Telecommunications,Professionals - ICT Professionals,2,1,1,4,5,2,5,5,5,4,7,2,4,7,0,8,2,7,7
822,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",4,3,4,4,3,4,4,4,2,3,8,2,3,8,0.5,8,2,5.5,8
823,Male,Administrative and Support,Clerical and administrative workers - Personal Assistants and Secretaries,4,4,4,5,4,4,4,5,5,1.5,9,2,3.5,8,0.5,12,1,2.5,8
824,Female,Wholesale Trade,"Professionals - Business, Human Resource and Marketing Professionals",5,4,3,4,4,4,5,4,3,5,3,4,3,9,6,3,2,5,8
825,Male,Accommodation and Food,"Managers - Chief Executives, General Managers and Legislators",1,1,1,5,5,3,1,3,2,2,8,5,3,6,0.5,6,5,5.5,7
826,Male,Wholesale Trade,"Managers - Chief Executives, General Managers and Legislators",2,4,5,4,2,4,4,2,5,3,8,2,0.5,10.5,0,8,2,4,10
827,Male,Education and Training,Professionals - Education Professionals,3,4,4,4,3,2,5,4,4,2,10,1,5,6,0,10,1,5,8
828,Male,"Professional, Scientific and Technical",Sales workers - Sales Representatives and Agents,5,4,5,3,5,5,4,5,5,3,8,3,4,6,0,9,2,6,7
829,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,1,3,5,5,5,4,1.5,8.5,1,5,8,1,8,1.5,5.5,8
830,Male,"Transport, Postal and Warehousing","Professionals - Business, Human Resource and Marketing Professionals",5,4,4,4,5,5,4,4,5,3.5,8,1,3.5,8,1,9,1,4,9
831,Male,"Professional, Scientific and Technical","Technicians and trades workers - Engineering, ICT and Science Technicians",3,2,3,5,1,3,4,3,5,1,7,3,5,8,0.5,7,1,5.5,10
832,Male,Information Media and Telecommunications,Managers - Specialist Managers,4,5,5,5,4,5,5,5,2,1,8,5,2,8,0.5,10,2,4.5,7
833,Male,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",5,4,2,5,5,5,3,5,5,3,8,2,4,7,0.5,10,3.5,3,7
834,Female,Information Media and Telecommunications,Managers - Specialist Managers,4,4,4,5,3,4,4,4,4,2,9,2,3,8,0,11,3,2,8
835,Male,Information Media and Telecommunications,Sales workers - Sales Representatives and Agents,4,4,4,4,5,5,5,5,3,1,8,2,3,10,0,7,2,5,10
836,Female,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",5,2,4,4,2,5,5,5,5,2.5,8.5,2,3,8,0.5,7.5,4,4,8
837,Female,Information Media and Telecommunications,"Professionals - Design, Engineering, Science and Transport Professionals",4,4,5,3,5,4,1,4,5,4,8,2,4,6,1,8,2,5,8
838,Male,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",3,2,4,4,4,4,4,3,3,3,9,3,2,7,0.5,9,3,4.5,7
839,Male,Manufacturing,Managers - Specialist Managers,3,4,5,5,5,5,4,5,5,1,9,2,4,8,1,9,2,4,8
840,Female,Financial and Insurance,Professionals - Health Professionals,4,1,5,3,3,1,2,4,5,2,8,2,4,8,1,8,2,5,8
841,Female,Education and Training,Community and personal service workers - Carers and Aides,2,3,4,4,4,2,4,3,4,1.5,8,2,3.5,9,0.5,8.5,2,4,9
842,Female,Health Care and Social Assistance,Professionals - Health Professionals,3,3,3,3,3,4,4,4,4,1,8,3,3,9,2,8,3,3,8
843,Female,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",4,4,5,4,2,3,4,4,4,1.5,9,3,2,8.5,0.5,9,2,4,8.5
844,Male,Accommodation and Food,"Managers - Hospitality, Retail and Service Managers",2,4,3,1,1,1,2,4,2,0.5,8,1.5,4,10,0,8,1.5,4.5,10
845,Female,Administrative and Support,Managers - Specialist Managers,4,5,5,4,4,4,5,5,5,6,3,4,4,7,6,3,2,2,11
846,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",4,4,5,4,4,5,5,5,5,3,8,1,4.5,7.5,0,8,1,6.5,8.5
847,Male,"Electricity, Gas, Water and Waste","Managers - Chief Executives, General Managers and Legislators",4,2,5,4,2,4,2,5,5,1.5,9,1,5.5,7,0.5,10,1,5.5,7
848,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,5,4,5,3,4,4,5,5,4,1,8.5,2,5,7.5,0,8,2,6,8
849,Male,Financial and Insurance,"Professionals - Legal, Social and Welfare Professionals",4,3,3,5,5,2,5,5,4,2,9,3,2,8,0,9,4,3,8
850,Female,Manufacturing,Managers - Specialist Managers,3,4,3,4,4,4,3,4,4,1,7,4,5,7,0.5,7,5,5,6.5
851,Male,Education and Training,Professionals - Education Professionals,1,1,1,1,4,1,2,4,1,2,7,4.5,4.5,6,2,5,4.5,4.5,8
852,Male,Manufacturing,Machinery operators and drivers - Machine and Stationary Plant Operators,3,1,1,1,1,3,1,3,4,0.5,8,4,4,7.5,2,12,2,0,8
853,Female,Other Services,Sales workers - Sales Support Workers,4,4,4,4,4,4,3,4,4,1,5,5,5,8,1,5,5,5,8
854,Male,Public Administration and Safety,"Professionals - Legal, Social and Welfare Professionals",3,1,2,3,2,3,3,2,4,2,8,1,5,8,0.5,8,1,6.5,8
855,Male,Other Services,Managers - Specialist Managers,3,2,4,4,2,4,5,4,4,3,10,3,2,6,0.5,9,5,2.5,7
856,Female,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",4,3,4,4,2,2,4,3,4,3,9,1,4,7,0,10,1,5,8
857,Male,Education and Training,Professionals - Education Professionals,5,5,5,5,3,3,3,3,3,3,8,3,2,8,0,8,4,4,8
858,Female,Arts and Recreation,Professionals - Arts and Media Professionals,5,3,3,5,4,4,4,5,4,2.5,9,2,2.5,8,5,10,3,3,3
859,Male,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",3,2,2,4,3,2,4,3,2,5,8,2,2,7,6,8,1,2,7
860,Female,Other Services,Clerical and administrative workers - Other Clerical and Administrative Workers,1,1,1,5,1,5,1,1,4,1,7,2,6,8,0,8,2,6,8
861,Male,Information Media and Telecommunications,"Technicians and trades workers - Engineering, ICT and Science Technicians",5,4,3,4,2,4,3,4,2,2,8,0,6,8,0.5,8,0,7.5,8
862,Male,"Electricity, Gas, Water and Waste","Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,5,6,6,5,1,6,6,6,4,2,6
863,Female,Public Administration and Safety,Professionals - Arts and Media Professionals,4,2,4,2,2,2,4,4,4,2,7,5,2,8,0,7,4,5,8
864,Male,Information Media and Telecommunications,Managers - Specialist Managers,4,4,4,4,5,4,5,4,4,3,8,3,2,8,0,10,4,2,8
865,Female,Construction,"Managers - Chief Executives, General Managers and Legislators",4,4,4,5,2,4,1,4,5,2,8,2,4,8,0,9,3,4,8
866,Male,Other Services,Sales workers - Sales Representatives and Agents,4,2,2,5,5,5,5,4,5,0,8,0,8,8,,8,,7,9
867,Female,Retail Trade,Clerical and administrative workers - General Clerical Workers,1,1,1,1,1,5,1,1,5,3.5,8,2,2,8.5,0.5,8,1.5,6,8
868,Female,Education and Training,Professionals - Education Professionals,3,5,5,5,3,5,1,3,5,3,8,4,3,6,3,7,4,4,6
869,Female,Public Administration and Safety,"Professionals - Business, Human Resource and Marketing Professionals",5,3,2,5,5,5,4,5,5,2.5,8,3,3,7.5,0.5,8,4,4,7.5
870,Male,Education and Training,Professionals - Education Professionals,5,1,1,1,2,5,1,2,3,4,8,1,4,7,4,8,1,4,7
871,Female,"Professional, Scientific and Technical",Clerical and administrative workers - Personal Assistants and Secretaries,4,4,3,4,5,5,5,5,5,2,10,3,2,7,2,10,3,2,7
872,Male,Wholesale Trade,"Professionals - Design, Engineering, Science and Transport Professionals",4,4,4,2,4,4,4,4,4,1.5,7.6,4,2,8.9,0,8,4,3,9
873,Male,"Professional, Scientific and Technical",Professionals - Education Professionals,4,4,4,4,4,4,4,4,4,0,8,5,3,8,0,8,3,5,8
874,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",5,5,4,4,4,5,5,4,5,4,7,3,4,6,4,7,3,4,6
875,Male,Retail Trade,Sales workers - Sales Assistants and Salespersons,3,1,1,5,1,1,1,3,3,1,9,2,4,8,0.5,9,2.5,4,8
876,Female,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",5,5,5,1,5,5,5,5,5,1,12,1,4,6,0,12,1,5,6
877,Female,Other Services,Community and personal service workers - Hospitality Workers,4,4,4,4,4,4,4,4,4,1,7,4,4,8,1,7,3,4,9
878,Male,Manufacturing,Clerical and administrative workers - Numerical Clerks,4,1,1,5,1,4,1,4,4,1,12,2,3,6,0.5,10,4,2.5,7
879,Male,"Electricity, Gas, Water and Waste",Technicians and trades workers - Construction Trades Workers,3,4,4,5,4,4,3,5,2,2,6,4,4,8,8,6,2,2,6
880,Male,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",5,5,5,4,4,4,5,5,5,1,11,2,3,7,0,12,2,3,7
881,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,4,4,5,5,1,8,3,4,8,0.3,8,3,4.69,8
882,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",4,5,5,5,5,5,5,5,4,4,7,3,4,6,4,7,3,4,6
883,Female,Information Media and Telecommunications,Professionals - ICT Professionals,5,2,2,5,1,4,5,1,5,0.5,8,2,5.5,8,0,10,2,4,8
884,Male,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",3,3,1,2,3,3,3,3,3,1,8,4,2,9,0.5,9,3,3,8.5
885,Female,Health Care and Social Assistance,Technicians and trades workers - Skilled Animal and Horticultural Workers,3,2,4,5,3,2,3,3,3,2,8,2,3,9,0,8,2,5,9
886,Female,"Transport, Postal and Warehousing","Professionals - Design, Engineering, Science and Transport Professionals",1,3,1,1,5,5,5,3,5,2.5,7.5,1,4,9,0.5,7.5,4,4,8
887,Female,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,2,1,1,2,3,4,3,2,4,4,8,2,2,8,1,8,4,4,7
888,Male,Financial and Insurance,Managers - Specialist Managers,5,5,2,2,5,4,3,5,3,1.5,10,2,3.5,7,0,12,2,3,7
889,Male,Financial and Insurance,Clerical and administrative workers - Other Clerical and Administrative Workers,5,3,5,4,4,4,4,4,4,5,8,1,2,8,1,8,1,6,8
890,Female,Other Services,"Professionals - Legal, Social and Welfare Professionals",5,4,4,4,4,5,4,4,4,1.5,7.5,1.5,5.5,8,0,8,1.5,6.5,8
891,Male,Retail Trade,Managers - Specialist Managers,5,4,2,5,5,5,4,5,5,0.5,8,1,7.5,7,0,8,1,8,7
892,Male,Arts and Recreation,Professionals - Arts and Media Professionals,2,2,1,5,2,4,2,3,2,2,7,4,4,7,0,8,6,4,6
893,Male,Arts and Recreation,Clerical and administrative workers - Clerical and Office Support Workers,5,5,5,3,5,5,5,5,5,0.5,0,2,12.5,9,0.5,11,2,3,7.5
894,Female,"Electricity, Gas, Water and Waste",Professionals - ICT Professionals,4,2,4,5,4,5,3,4,5,3,8,2,4,7,0.5,8.5,3,5,7
895,Female,"Electricity, Gas, Water and Waste",Labourers - Cleaners and Laundry Workers,4,3,4,3,4,3,4,3,4,2,4,3,6,9,2,4,3,6,9
896,Male,"Professional, Scientific and Technical",Professionals - Arts and Media Professionals,4,4,4,4,2,4,4,4,1,1,9,2,3,9,0.5,9,2,3,9.5
897,Female,Other Services,Managers - Specialist Managers,1,1,4,5,5,2,1,2,5,1.5,8.5,1.5,4.5,8,0.5,8.5,1.5,5,8.5
898,Female,Financial and Insurance,Clerical and administrative workers - Numerical Clerks,4,2,2,4,4,4,4,4,3,3,7.5,3,3.5,7,0.5,8,3,5.5,7
899,Male,Manufacturing,Technicians and trades workers - Construction Trades Workers,4,1,1,5,5,2,3,1,1,0.5,18,0.5,2,3,16,3,2,2,1
900,Male,"Transport, Postal and Warehousing",Clerical and administrative workers - Office Managers and Program Administrators,5,5,5,1,5,5,5,5,5,1.5,8,3.5,3,8,0,9,3,4,8
901,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",5,5,5,4,5,5,5,5,3,1,8,3,6,6,0,8,3,6,7
902,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,5,0,9,3,4,8,0,9,3,4,8
903,Female,Other Services,Clerical and administrative workers - Inquiry Clerks and Receptionists,5,5,5,3,5,4,4,5,4,3,10,3,2,6,0.1,10,3,4.9,6
904,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,2,4,4,5,2,3,8,6,1,6,0,8,8,2,6
905,Female,Financial and Insurance,Professionals - ICT Professionals,4,4,1,5,5,5,5,5,5,3,9,1,3,8,0.5,10,1,4.5,8
906,Male,Information Media and Telecommunications,Professionals - ICT Professionals,5,5,5,5,5,5,5,5,5,3,5,5,5,6,0,7.5,5,5,6.5
907,Female,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",2,1,3,4,1,4,3,1,5,2.5,8,2.5,4,7,0.5,8,3,5.5,7
908,Male,Financial and Insurance,Managers - Specialist Managers,5,4,4,4,2,4,3,4,5,0,13,1,6,4,0,13,1,6,4
909,Female,"Professional, Scientific and Technical",Managers - Specialist Managers,3,2,2,4,3,4,5,5,3,2,8,3,4,7,0,8,4,5,7
910,Male,Information Media and Telecommunications,Managers - Specialist Managers,5,5,5,5,3,4,4,5,5,2,10,2,4,6,0.5,11,2,4.5,6
911,Male,"Professional, Scientific and Technical",Technicians and trades workers - Automotive and Engineering Trades Workers,4,2,2,2,4,4,4,4,4,8,8,1,1,6,2,10,2,2,8
912,Female,Health Care and Social Assistance,Managers - Specialist Managers,5,1,1,1,5,5,1,5,1,8,2,1,8,5,8,2,1,8,5
913,Male,Public Administration and Safety,"Managers - Chief Executives, General Managers and Legislators",5,4,4,4,5,4,3,4,3,3.5,7,2.5,4,7,0.5,7,4.5,5,7
914,Male,Financial and Insurance,Clerical and administrative workers - Other Clerical and Administrative Workers,4,4,3,3,4,3,4,4,4,5,6,4,3,6,4,6,4,5,5
915,Female,Financial and Insurance,Sales workers - Sales Representatives and Agents,5,5,5,2,5,5,4,4,5,0,7.5,5,3.5,8,,7.5,5,3.5,8
916,Male,Manufacturing,Technicians and trades workers - Automotive and Engineering Trades Workers,2,1,2,3,2,3,3,1,2,1,8,4,2,9,4,8,4,4,4
917,Female,Financial and Insurance,Clerical and administrative workers - Office Managers and Program Administrators,5,2,2,2,5,5,5,5,5,1.5,11,1.5,4,6,0,11,1.5,5.5,6
918,Female,Public Administration and Safety,Managers - Specialist Managers,1,1,4,5,1,1,4,1,5,3,9,3,2,7,1,10,3,3,7
919,Male,Financial and Insurance,Sales workers - Sales Representatives and Agents,4,4,4,4,4,4,4,4,4,1,12,2,2,7,1,12,2,2,7
920,Male,Retail Trade,Community and personal service workers - Hospitality Workers,4,4,4,4,4,4,4,4,4,,10,,14,,,24,,,
921,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,3,5,5,1,4,5,4,5,4,1,7,2,6,8,0.5,6,3,6.5,8
922,Male,Construction,Managers - Specialist Managers,5,5,5,1,5,5,5,5,3,0,8,3,5,8,0,8,3,5,8
923,Male,Information Media and Telecommunications,Managers - Specialist Managers,1,1,1,4,1,3,1,2,4,2,9,1,4,8,0,10,1,5,8
924,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",5,4,5,4,4,5,4,5,2,1.5,10,0.5,4.5,7.5,0.5,11,0.5,4.5,7.5
925,Female,Other Services,"Managers - Chief Executives, General Managers and Legislators",1,1,1,1,1,4,1,1,2,1,8,4,3,8,0,9,5,2,8
926,Male,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",4,2,4,2,5,5,3,4,4,1.75,6.75,2.75,3.75,9,0,7.5,4.25,4.25,8
927,Male,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",5,5,5,1,2,4,1,5,4,1,8,4,3,8,1,8,3,4,8
928,Male,Information Media and Telecommunications,Professionals - ICT Professionals,2,2,5,5,3,5,2,2,2,3,8,2,4,7,1,9,3,4,7
929,Male,Health Care and Social Assistance,Managers - Specialist Managers,5,4,5,3,5,5,5,5,2,2,10,1,4,7,2,10,1,4,7
930,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,5,5,5,5,5,5,5,5,4,2.5,9.5,2,2.25,7.75,0.5,9.5,2,4.25,7.75
931,Male,Information Media and Telecommunications,Professionals - ICT Professionals,5,5,5,1,5,5,5,5,5,2,8,4,2,8,0,9,4,2.5,8.5
932,Male,Other Services,Clerical and administrative workers - General Clerical Workers,4,4,4,4,4,5,3,4,4,2,12,1,3,6,1,8,4,3,8
933,Male,"Transport, Postal and Warehousing","Managers - Chief Executives, General Managers and Legislators",5,5,5,5,2,3,4,4,3,2,9,1,3,9,0,9,3,3,9
934,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",4,4,5,4,4,3,4,4,3,2,10,4,2,6,1,7,5,3,8
935,Male,Health Care and Social Assistance,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,4,5,5,5,5,1,7.5,1,3,11.5,0.5,9,9,1,4.5
936,Male,Information Media and Telecommunications,Professionals - ICT Professionals,5,4,4,5,4,5,5,5,5,2,8,1,5,8,0,10,1,5,8
937,Female,Health Care and Social Assistance,Managers - Specialist Managers,1,1,1,3,1,4,1,1,5,3,8,3,2,8,0.5,8.5,3,4,8
938,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",3,5,5,3,5,5,5,5,5,3,8,3,2,8,0.5,8,4,4,7.5
939,Female,Administrative and Support,"Managers - Chief Executives, General Managers and Legislators",3,2,4,4,2,4,2,4,5,3,7,2,4,8,1,7,3,5,8
940,Male,Wholesale Trade,Clerical and administrative workers - General Clerical Workers,5,5,5,5,4,4,5,5,4,2,8.5,2,3,8.5,0.5,9,2,3.5,9
941,Female,Financial and Insurance,Managers - Specialist Managers,4,4,5,5,4,4,5,5,5,3,8,1,4,8,0.5,8,1,6.5,8
942,Female,Financial and Insurance,Managers - Specialist Managers,3,2,2,4,2,4,4,4,3,2.5,7,2,4.5,8,0.5,9,2,4.5,8
943,Female,Other Services,Clerical and administrative workers - Other Clerical and Administrative Workers,4,4,2,3,4,5,2,4,2,1,7,3,4,9,1,7,3,4,9
